reaction_name	template_id	example	reaction_template	reactant_categories
urea_formation	2703	CCc1cnccc1N=C=O.NC=CNCCCCCc1cnccc1N=C=O>>CCc1cnccc1NC(=O)N(C=CN)CCCCCc1cnccc1N=C=O	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2]([!$(C=C);!$(C#C);!$(C#N);!$(a)])[$(C=C),$(C#C),$(C#N);!$(a)]):3]([#6:4])[#6:5]>>[*:2]NC(=O)N([#6:4])[#6:5]	IsoCyanate_Heteroaromatic.Amine_AcyclicSecondary_SaturatedAliphatic-UnsaturatedAliphatic
urea_formation	2704	CCc1cnccc1N=C=O.NC=CNC=CCCCc1cnccc1N=C=O>>CCc1cnccc1NC(=O)N(C=CN)C=CCCCc1cnccc1N=C=O	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2]([$(C=C),$(C#C),$(C#N);!$(a)])[$(C=C),$(C#C),$(C#N);!$(a)]):3]([#6:4])[#6:5]>>[*:2]NC(=O)N([#6:4])[#6:5]	IsoCyanate_Heteroaromatic.Amine_AcyclicSecondary_UnsaturatedAliphatic-UnsaturatedAliphatic
urea_formation	2705	CCc1cnccc1N=C=O.NC1CNCC(CCCc2cnccc2N=C=O)C1>>CCc1cnccc1NC(=O)N1CC(N)CC(CCCc2cnccc2N=C=O)C1	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2]([!$(C=C);!$(C#C);!$(C#N);!$(a)])[!$(C=C);!$(C#C);!$(C#N);!$(a)]):3]([#6:4])[#6:5]>>[*:2]NC(=O)N([#6:4])[#6:5]	IsoCyanate_Heteroaromatic.Amine_CyclicSecondary_SaturatedAliphatic-SaturatedAliphatic
urea_formation	2706	CCc1cnccc1N=C=O.O=C=Nc1ccncc1CCCC1CC=CNC1>>CCc1cnccc1NC(=O)N1C=CCC(CCCc2cnccc2N=C=O)C1	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);R;D2;$([N;X3;!+;!-;!$(N=*);R;D2]([!$(C=C);!$(C#C);!$(C#N);!$(a)])[$(C=N),$(C=C),$(C#C),$(C#N);!$(a)]):3]([#6:4])[#6:5]>>[*:2]NC(=O)N([#6:4])[#6:5]	IsoCyanate_Heteroaromatic.Amine_CyclicSecondary_SaturatedAliphatic-UnsaturatedAliphatic
urea_formation	2707	CCc1cnccc1N=C=O.O=C=Nc1ccncc1CCCC1C=CNC=CC1>>CCc1cnccc1NC(=O)N1C=CCC(CCCc2cnccc2N=C=O)C=C1	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2]([$(C=C),$(C#C),$(C#N);!$(a)])[$(C=C),$(C#C),$(C#N);!$(a)]):3]([#6:4])[#6:5]>>[*:2]NC(=O)N([#6:4])[#6:5]	IsoCyanate_Heteroaromatic.Amine_CyclicSecondary_UnsaturatedAliphatic-UnsaturatedAliphatic
urea_formation	2708	CCc1cnccc1N=C=O.NCCNCCCCc1cnccc1N=C=O>>CCc1cnccc1NC(=O)NCCNCCCCc1cnccc1N=C=O	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N[C;X4][c;$(a1aaaa1),$(a1aaaaa1)]);!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);D1;$([!$(*C=C);!$(*C#C);!$(*C#N);!$(*a)]):3][#6:4]>>[*:2]NC(=O)N[#6:4]	IsoCyanate_Heteroaromatic.Amine_Primary_SaturatedAliphatic
urea_formation	2709	CCc1cnccc1N=C=O.NC=CNCCCCc1cnccc1N=C=O>>CCc1cnccc1NC(=O)NC=CNCCCCc1cnccc1N=C=O	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);D1;$([$(*C=C),$(*C#C),$(*C#N);!$(*a)]):3][#6:4]>>[*:2]NC(=O)N[#6:4]	IsoCyanate_Heteroaromatic.Amine_Primary_UnsaturatedAliphatic
urea_formation	2710	CCc1cnccc1N=C=O.Nc1cccc(CCCc2cnccc2N=C=O)c1Nc1ccccc1>>CCc1cnccc1NC(=O)N(c1ccccc1)c1c(N)cccc1CCCc1cnccc1N=C=O	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2]([$([c;$(c1ccccc1)]),$([c;$(c1cccc1)])])[$([c;$(c1ccccc1)]),$([c;$(c1cccc1)])]):3]([#6:4])[#6:5]>>[*:2]NC(=O)N([#6:4])[#6:5]	IsoCyanate_Heteroaromatic.Amine_AcyclicSecondary_Aromatic-Aromatic
urea_formation	2711	CCc1cnccc1N=C=O.NCCNc1ccccc1CCCCc1cnccc1N=C=O>>CCc1cnccc1NC(=O)N(CCN)c1ccccc1CCCCc1cnccc1N=C=O	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2]([!$(C=C);!$(C#C);!$(C#N);!$(a)])[$([c;$(c1ccccc1)]),$([c;$(c1cccc1)])]):3]([#6:4])[#6:5]>>[*:2]NC(=O)N([#6:4])[#6:5]	IsoCyanate_Heteroaromatic.Amine_AcyclicSecondary_SaturatedAliphatic-Aromatic
urea_formation	2712	CCc1cnccc1N=C=O.NC=CNc1ccccc1CCCc1cnccc1N=C=O>>CCc1cnccc1NC(=O)N(C=CN)c1ccccc1CCCc1cnccc1N=C=O	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2]([$(C=C),$(C#C),$(C#N);!$(a)])[$([c;$(c1ccccc1)]),$([c;$(c1cccc1)])]):3]([#6:4])[#6:5]>>[*:2]NC(=O)N([#6:4])[#6:5]	IsoCyanate_Heteroaromatic.Amine_AcyclicSecondary_UnsaturatedAliphatic-Aromatic
urea_formation	2713	CCc1cnccc1N=C=O.O=C=Nc1ccncc1CCC1CCc2ccccc2Nc2ccccc2C1>>CCc1cnccc1NC(=O)N1c2ccccc2CCC(CCc2cnccc2N=C=O)Cc2ccccc21	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2]([$([c;$(c1ccccc1)]),$([c;$(c1cccc1)])])[$([c;$(c1ccccc1)]),$([c;$(c1cccc1)])]):3]([#6:4])[#6:5]>>[*:2]NC(=O)N([#6:4])[#6:5]	IsoCyanate_Heteroaromatic.Amine_CyclicSecondary_Aromatic-Aromatic
urea_formation	2714	CCc1cnccc1N=C=O.O=C=Nc1ccncc1CCc1ccc2c(c1)NCCC2>>CCc1cnccc1NC(=O)N1CCCc2ccc(CCc3cnccc3N=C=O)cc21	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2]([!$(C=C);!$(C#C);!$(C#N);!$(a)])[$([c;$(c1ccccc1)]),$([c;$(c1cccc1)])]):3]([#6:4])[#6:5]>>[*:2]NC(=O)N([#6:4])[#6:5]	IsoCyanate_Heteroaromatic.Amine_CyclicSecondary_SaturatedAliphatic-Aromatic
urea_formation	2715	CCc1cnccc1N=C=O.O=C=Nc1ccncc1CCc1ccc2c(c1)NC=CC2>>CCc1cnccc1NC(=O)N1C=CCc2ccc(CCc3cnccc3N=C=O)cc21	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2]([$(C=C),$(C#C),$(C#N);!$(a)])[$([c;$(c1ccccc1)]),$([c;$(c1cccc1)])]):3]([#6:4])[#6:5]>>[*:2]NC(=O)N([#6:4])[#6:5]	IsoCyanate_Heteroaromatic.Amine_CyclicSecondary_UnsaturatedAliphatic-Aromatic
urea_formation	2716	CCc1cnccc1N=C=O.Nc1cccc(CCCc2cnccc2N=C=O)c1N>>CCc1cnccc1NC(=O)Nc1cccc(CCCc2cnccc2N=C=O)c1N	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);D1;$([$(*[c;$(c1ccccc1)]);$(*[c;$(c1[c][c][c][c][c]1)]);!$([$(*[$(a(aaa2)a1a2aaaa1)]),$(*[$(a1aa2a(aaaa2)aa1)]),$(*[a;$(a1a2a(aaa2)aaa1)]),$(*[a;$(a1aaa2a(aaa2)a1)])])]):3][#6:4]>>[*:2]NC(=O)N[#6:4]	IsoCyanate_Heteroaromatic.Amine_Primary_Phe
urea_formation	2717	CCc1cnccc1N=C=O.Nc1cc2ccc(CCCc3cnccc3N=C=O)cc2cc1N>>CCc1cnccc1NC(=O)Nc1cc2ccc(CCCc3cnccc3N=C=O)cc2cc1N	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);D1;$([$(*[$(c1cc2c(cccc2)cc1)]),$(*[$(c(ccc2)c1c2cccc1)])]):3][#6:4]>>[*:2]NC(=O)N[#6:4]	IsoCyanate_Heteroaromatic.Amine_Primary_PhePhe
urea_formation	2718	CCc1cnccc1N=C=O.Nc1cncc(CCCc2cnccc2N=C=O)c1Nc1ccccc1>>CCc1cnccc1NC(=O)N(c1ccccc1)c1c(N)cncc1CCCc1cnccc1N=C=O	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2]([$([c;$(c1ccccc1)]),$([c;$(c1cccc1)])])[$([a;$(a1aaaaa1)]),$([a;$(a1aaaa1)]);!$([c;$(c1ccccc1)]);!$([c;$(c1cccc1)])]):3]([#6:4])[#6:5]>>[*:2]NC(=O)N([#6:4])[#6:5]	IsoCyanate_Heteroaromatic.Amine_AcyclicSecondary_Aromatic-Heteroaromatic
urea_formation	2719	CCc1cnccc1N=C=O.Nc1cncc(CCCc2cnccc2N=C=O)c1Nc1cccnc1>>CCc1cnccc1NC(=O)N(c1cccnc1)c1c(N)cncc1CCCc1cnccc1N=C=O	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2]([$([a;$(a1aaaaa1)]),$([a;$(a1aaaa1)]);!$([c;$(c1ccccc1)]);!$([c;$(c1cccc1)])])[$([a;$(a1aaaaa1)]),$([a;$(a1aaaa1)]);!$([c;$(c1ccccc1)]);!$([c;$(c1cccc1)])]):3]([#6:4])[#6:5]>>[*:2]NC(=O)N([#6:4])[#6:5]	IsoCyanate_Heteroaromatic.Amine_AcyclicSecondary_Heteroaromatic-Heteroaromatic
urea_formation	2720	CCc1cnccc1N=C=O.NCCNc1ccncc1CCCc1cnccc1N=C=O>>CCc1cnccc1NC(=O)N(CCN)c1ccncc1CCCc1cnccc1N=C=O	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2]([!$(C=C);!$(C#C);!$(C#N);!$(a)])[$([a;$(a1aaaaa1)]),$([a;$(a1aaaa1)]);!$([c;$(c1ccccc1)]);!$([c;$(c1cccc1)])]):3]([#6:4])[#6:5]>>[*:2]NC(=O)N([#6:4])[#6:5]	IsoCyanate_Heteroaromatic.Amine_AcyclicSecondary_SaturatedAliphatic-Heteroaromatic
urea_formation	2721	CCc1cnccc1N=C=O.NC=CNc1ccncc1CCCc1cnccc1N=C=O>>CCc1cnccc1NC(=O)N(C=CN)c1ccncc1CCCc1cnccc1N=C=O	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);!R;D2]([$(C=C),$(C#C),$(C#N);!$(a)])[$([a;$(a1aaaaa1)]),$([a;$(a1aaaa1)]);!$([c;$(c1ccccc1)]);!$([c;$(c1cccc1)])]):3]([#6:4])[#6:5]>>[*:2]NC(=O)N([#6:4])[#6:5]	IsoCyanate_Heteroaromatic.Amine_AcyclicSecondary_UnsaturatedAliphatic-Heteroaromatic
urea_formation	2722	CCc1cnccc1N=C=O.O=C=Nc1ccncc1CCC1CCc2ccncc2Nc2ccccc2C1>>CCc1cnccc1NC(=O)N1c2cnccc2CCC(CCc2cnccc2N=C=O)Cc2ccccc21	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2]([$([c;$(c1ccccc1)]),$([c;$(c1cccc1)])])[$([a;$(a1aaaaa1)]),$([a;$(a1aaaa1)]);!$([c;$(c1ccccc1)]);!$([c;$(c1cccc1)])]):3]([#6:4])[#6:5]>>[*:2]NC(=O)N([#6:4])[#6:5]	IsoCyanate_Heteroaromatic.Amine_CyclicSecondary_Aromatic-Heteroaromatic
urea_formation	2723	CCc1cnccc1N=C=O.O=C=Nc1ccncc1CCC1CCc2cnccc2Nc2cnccc2C1>>CCc1cnccc1NC(=O)N1c2ccncc2CCC(CCc2cnccc2N=C=O)Cc2ccncc21	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2]([$([a;$(a1aaaaa1)]),$([a;$(a1aaaa1)]);!$([c;$(c1ccccc1)]);!$([c;$(c1cccc1)])])[$([a;$(a1aaaaa1)]),$([a;$(a1aaaa1)]);!$([c;$(c1ccccc1)]);!$([c;$(c1cccc1)])]):3]([#6:4])[#6:5]>>[*:2]NC(=O)N([#6:4])[#6:5]	IsoCyanate_Heteroaromatic.Amine_CyclicSecondary_Heteroaromatic-Heteroaromatic
urea_formation	2724	CCc1cnccc1N=C=O.O=C=Nc1ccncc1CCc1cnc2c(c1)NCCC2>>CCc1cnccc1NC(=O)N1CCCc2ncc(CCc3cnccc3N=C=O)cc21	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2]([!$(C=C);!$(C#C);!$(C#N);!$(a)])[$([a;$(a1aaaaa1)]),$([a;$(a1aaaa1)]);!$([c;$(c1ccccc1)]);!$([c;$(c1cccc1)])]):3]([#6:4])[#6:5]>>[*:2]NC(=O)N([#6:4])[#6:5]	IsoCyanate_Heteroaromatic.Amine_CyclicSecondary_SaturatedAliphatic-Heteroaromatic
urea_formation	2725	CCc1cnccc1N=C=O.O=C=Nc1ccncc1CCc1cnc2c(c1)NC=CC2>>CCc1cnccc1NC(=O)N1C=CCc2ncc(CCc3cnccc3N=C=O)cc21	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2;$([N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);R;D2]([$(C=C),$(C#C),$(C#N);!$(a)])[$([a;$(a1aaaaa1)]),$([a;$(a1aaaa1)]);!$([c;$(c1ccccc1)]);!$([c;$(c1cccc1)])]):3]([#6:4])[#6:5]>>[*:2]NC(=O)N([#6:4])[#6:5]	IsoCyanate_Heteroaromatic.Amine_CyclicSecondary_UnsaturatedAliphatic-Heteroaromatic
urea_formation	2726	CCc1cnccc1N=C=O.Nc1occ(CCCc2cnccc2N=C=O)c1N>>CCc1cnccc1NC(=O)Nc1occ(CCCc2cnccc2N=C=O)c1N	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);D1;$([$(*[a;$(a1aaaa1)]);$(*[a;$(*1[*][*][*][*]1)]);!$([$(*[$(a(aa2)a1a2aaaa1)]),$(*[$(a2aa1a(a2)aaaa1)]),$(*[$(*(aa2)c1c2cccc1)]),$(*[$(*2ac1c(a2)cccc1)]),$(*[$(a1aa(aaa2)a2a1)]),$(*[$(a1a(aaa2)a2aa1)])])]):3][#6:4]>>[*:2]NC(=O)N[#6:4]	IsoCyanate_Heteroaromatic.Amine_Primary_Het5
urea_formation	2727	CCc1cnccc1N=C=O.Nc1oc2c(CCCc3cnccc3N=C=O)occ2c1N>>CCc1cnccc1NC(=O)Nc1oc2c(CCCc3cnccc3N=C=O)occ2c1N	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);D1;$([$(*[$(a1aa(aaa2)a2a1)]),$(*[$(a1a(aaa2)a2aa1)])]):3][#6:4]>>[*:2]NC(=O)N[#6:4]	IsoCyanate_Heteroaromatic.Amine_Primary_Het5Het5
urea_formation	2728	CCc1cnccc1N=C=O.Nc1oc2cc(CCCc3cnccc3N=C=O)ncc2c1N>>CCc1cnccc1NC(=O)Nc1oc2cc(CCCc3cnccc3N=C=O)ncc2c1N	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);D1;$([$(*[$(a(aa2)a1a2aaaa1)]),$(*[$(a2aa1a(a2)aaaa1)]);!$([$(*[$(*(aa2)c1c2cccc1)]),$(*[$(*2ac1c(a2)cccc1)])])]):3][#6:4]>>[*:2]NC(=O)N[#6:4]	IsoCyanate_Heteroaromatic.Amine_Primary_Het5Het6
urea_formation	2729	CCc1cnccc1N=C=O.Nc1oc2ccc(CCCc3cnccc3N=C=O)cc2c1N>>CCc1cnccc1NC(=O)Nc1oc2ccc(CCCc3cnccc3N=C=O)cc2c1N	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);D1;$([$(*[$(*(aa2)c1c2cccc1)]),$(*[$(*2ac1c(a2)cccc1)])]):3][#6:4]>>[*:2]NC(=O)N[#6:4]	IsoCyanate_Heteroaromatic.Amine_Primary_Het5Phe
urea_formation	2730	CCc1cnccc1N=C=O.Nc1nccc(CCCc2cnccc2N=C=O)c1N>>CCc1cnccc1NC(=O)Nc1nccc(CCCc2cnccc2N=C=O)c1N	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);D1;$([$(*[a;$(a1aaaaa1)]);$(*[a;$(*1[*][*][*][*][*]1)]);!$([$(*[c;$(c1ccccc1)]),$(*[a;$(a1a2a(aaa2)aaa1)]),$(*[a;$(a1aaa2a(aaa2)a1)]),$(*[c;$(c1ccc2c(aaa2)c1)]),$(*[$(c1cc2c(cccc2)cc1)]),$(*[$(c(ccc2)c1c2cccc1)]),$(*[$(a1ac2c(cccc2)aa1)]),$(*[$(a(aaa2)c1c2cccc1)]),$(*[$(c1cc2c(aaaa2)cc1)]),$(*[$(c(ccc2)c1c2aaaa1)]),$(*[$(a(aaa2)a1a2aaaa1)]),$(*[$(a1aa2a(aaaa2)aa1)])])]):3][#6:4]>>[*:2]NC(=O)N[#6:4]	IsoCyanate_Heteroaromatic.Amine_Primary_Het6
urea_formation	2731	CCc1cnccc1N=C=O.Nc1c(CCc2cnccc2N=C=O)nc2cocc2c1N>>CCc1cnccc1NC(=O)Nc1c(CCc2cnccc2N=C=O)nc2cocc2c1N	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);D1;$([$(*[a;$(a1a2a(aaa2)aaa1)]),$(*[a;$(a1aaa2a(aaa2)a1)]);!$([$(*[c;$(c1c2c(aaa2)ccc1)]),$(*[c;$(c1ccc2c(aaa2)c1)])])]):3][#6:4]>>[*:2]NC(=O)N[#6:4]	IsoCyanate_Heteroaromatic.Amine_Primary_Het6Het5
urea_formation	2732	CCc1cnccc1N=C=O.Nc1ncc2cc(CCCc3cnccc3N=C=O)ncc2c1N>>CCc1cnccc1NC(=O)Nc1ncc2cc(CCCc3cnccc3N=C=O)ncc2c1N	[N;$(N=C=O);$([$(*[a;$(a1aaaaa1)]),$(*[a;$(a1aaaa1)]);!$(*[c;$(c1ccccc1)])]):1][*:2].[N;X3;!+;!-;!$(N=*);$([N;!$(N~[*;!#6])]);!$(N[*]=[*;O,S,P,N]);D1;$([$(*[$(a(aaa2)a1a2aaaa1)]),$(*[$(a1aa2a(aaaa2)aa1)]);!$([$(*[$(c1cc2c(cccc2)cc1)]),$(*[$(c(ccc2)c1c2cccc1)]),$(*[$(a1ac2c(cccc2)aa1)]),$(*[$(a(aaa2)c1c2cccc1)]),$(*[$(c1cc2c(aaaa2)cc1)]),$(*[$(c(ccc2)c1c2aaaa1)])])]):3][#6:4]>>[*:2]NC(=O)N[#6:4]	IsoCyanate_Heteroaromatic.Amine_Primary_Het6Het6
